scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check,metric
PER_50_MOD,313,8.76217344262295,155.549610409836,109.15487704918,987.793190708648,515.282284917787,196.53935602459,15.4728824180328,1127.42402092623,757051785.442623,0.331716648225724,0.187479759571349,0.444515824290094,0.00849642205854852,1.00270684193432,109.155228191863,mean
base_unburned,313,8.17139010245902,136.005227581967,107.506352459016,403.700001447992,138.94265958459,105.215719344262,5.73147543647541,366.933314612705,706008104.852459,0.143033707561732,0.0540196680012061,0.358772501168337,0.00322164317059338,0.468438094494704,107.50483054595,mean
PER_50_MOD,313,0.0566,0.06951,12.64,0,0,0.03064,0,0.001905,4890240,0,0,0.00061274509803921,0,0.0001289813996859,12.6421341483453,min
base_unburned,313,0.05701,0.07043,12.72,0,0,0.03133,0,0.001929,4925664,0,0,0.00062678510141993,0,0.00013003287190167,12.7185439954142,min
PER_50_MOD,313,238.9,10320,500,134100,57660,6686,1048,51400,20640960000,17.9764110879469,7.72945461096955,18.4646550636903,0.140486792096706,13.6558512931689,499.976745267662,max
base_unburned,313,168.7,6456,442.9,28410,10150,1557,326.2,12890,14575680000,7.64340875045198,2.73074969437127,6.17586145762821,0.0877606453501386,5.47928709055877,442.929592307186,max
PER_50_MOD,313,4.8885,43.5,103.85,0.2531,0.1632,37.72,0.058345,62.205,422366400,0.00083061746320596,0.00057045161369569,0.101803500094585,0.000873768479248255,0.181465403270958,103.838019403205,median
base_unburned,313,4.9315,44.285,105.4,0.012915,0.0065695,37.74,0.038685,45.49,426081600,2.67945832954148e-05,1.30715650675814e-05,0.0917137477915735,0.000390174390533115,0.137070691083568,105.431459936468,median
PER_50_MOD,313,16.0526668298378,553.838196234036,62.7336082142114,7050.28219681267,3639.59409819595,550.810008560437,74.6020598230759,4125.61657497051,1386950414.09799,1.22637536733733,0.619172952358428,1.3543271995506,0.0203133035803172,2.09348804472395,62.7315639930124,standard deviation
base_unburned,313,13.4178412678309,397.782346311215,59.8487035108096,1994.63687759174,672.769157602769,180.518748157987,23.4734121804365,982.865205563261,1159301485.54059,0.560042781951472,0.211863734810997,0.789959343318016,0.0083575179188179,0.780621495651088,59.846465458267,standard deviation
PER_50_MOD,313,35.336,727.084999999998,238.05,3577.95,1605.35,897.319999999999,73.643,5522.7,3053030400,1.93082926920985,1.32940552759966,1.54392330142179,0.0522656187766049,4.96898729024546,238.035563181936,95% Quantile
base_unburned,313,32.4875,645.13,230.895,2520.65,813.574999999995,428.975,33.9224999999999,1464.9,2806920000,0.774532313424269,0.315008556908384,1.49756945896619,0.0148249401735648,2.3620372423599,230.880100837943,95% Quantile
PER_50_MOD,313,8.60575,97.7075,131.8,49.8925,39.835,136.325,2.855,536.975,743536800,0.092197763508901,0.0528225157079285,0.345002273649273,0.00594566107553161,0.941818183591145,131.796512433697,75% Quantile
base_unburned,313,7.644,82.8375,127.875,7.83075,4.04175,118.7,0.6051,327.2,660441600,0.0208685186667428,0.0105802738668659,0.335659366304681,0.00260676015298204,0.516168918868779,127.865039965869,75% Quantile
PER_50_MOD,313,2,12.21,70.9525,0,0,7.3165,0.00424425,2.0855,172800000,0,0,0.0115484167540878,1.4064681553997e-05,0.00683703082230817,70.9701926724435,25% Quantile
base_unburned,313,1.9545,11.6675,70.665,0,0,7.84075,0,1.97575,168868800,0,0,0.0120178369860958,0,0.00608005118073774,70.6378500287904,25% Quantile
PER_50_MOD,313,0.165845,0.257845,19.4295,0,0,0.0947755,0,0.0124485,14329008,0,0,0.00144660160737015,0,0.000167087900266733,19.4244782788863,5% Quantile
base_unburned,313,0.171355,0.2749,20.114,0,0,0.09612,0,0.012562,14805072,0,0,0.00146426449114312,0,0.000168443594424316,20.1186253126011,5% Quantile
